genero,edad,peso,altura,id_ejercicio,valoracion,bmi,categoria_edad,categoria_bmi,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,tags_combinados,popularidad
male,44,100.8,181.4,1374,6.7,30.632748596302914,adulto,obesidad,Lying groin stretch with band,"The lying groin stretch with band is a simple way to stretch a chronically tight muscle group of the lower body. It is common in stretching and yoga classes but can also be performed individually as part of a warm-up, paired with movements in a workout, or as part of a cool-down or recovery strategy.",Stretching,Hamstrings,Body Only,Intermediate,6.7,Average,Stretching Hamstrings Intermediate,4.644086109751633
male,41,71.2,171.4,1375,9.9,24.23585572313394,adulto,normal,90/90 Hamstring,1,Stretching,Hamstrings,Body Only,Beginner,5.0,Average,Stretching Hamstrings Beginner,6.8621570875434585
male,44,80.6,172.4,1376,8.1,27.118178735041262,adulto,sobrepeso,World's greatest stretch,"The world's greatest stretch is a popular movement that earned its name because it targets multiple parts of the body, including the hips, shoulders, and thoracic spine, in a single sequence. This makes it a great dynamic warm-up, post-workout stretch, or mobility work you can do anytime.",Stretching,Hamstrings,Body Only,Intermediate,4.4,Average,Stretching Hamstrings Intermediate,5.614492162535557
female,26,64.6,163.5,1377,7.0,24.165567806675455,joven,normal,The Straddle,1,Stretching,Hamstrings,Body Only,Intermediate,4.3,Average,Stretching Hamstrings Intermediate,4.852030263919617
female,31,64.3,164.2,1378,6.3,23.848697631153005,adulto,normal,Prone Manual Hamstring,1,Strength,Hamstrings,Body Only,Intermediate,0.0,1,Strength Hamstrings Intermediate,4.366827237527655
male,17,84.6,172.7,1379,9.4,28.365189408049346,adolescente,sobrepeso,Knee To Chest,1,Stretching,Hamstrings,Body Only,Beginner,0.0,1,Stretching Hamstrings Beginner,6.515583497263486
female,41,63.3,161.7,1380,5.3,24.20938015955244,adulto,normal,Hurdle Hops,1,Plyometrics,Hamstrings,Body Only,Intermediate,0.0,1,Plyometrics Hamstrings Intermediate,3.6736800569677097
female,36,75.5,166.1,1381,7.2,27.36577089376608,adulto,sobrepeso,Hip Stretch With Twist,1,Stretching,Hamstrings,Body Only,Beginner,0.0,1,Stretching Hamstrings Beginner,4.990659700031606
male,37,93.6,171.1,1382,6.9,31.97244357939704,adulto,obesidad,Linear 3-Part Start Technique,1,Plyometrics,Hamstrings,Body Only,Intermediate,0.0,1,Plyometrics Hamstrings Intermediate,4.782715545863622
male,32,79.8,168.1,1383,7.3,28.240180255867358,adulto,sobrepeso,Alternating Leg Swing,1,Stretching,Hamstrings,Body Only,Beginner,0.0,1,Stretching Hamstrings Beginner,5.0599744180876005
male,36,66.7,160.6,1384,7.7,25.860371055614927,adulto,sobrepeso,Single-leg balance and reach,The single-leg balance and reach is an exercise that focuses on lower-body strength and stability.,Stretching,Hamstrings,Body Only,Beginner,0.0,1,Stretching Hamstrings Beginner,5.337233290311579
male,39,107.6,185.8,1385,7.0,31.16885524557929,adulto,obesidad,High Kick,1,Stretching,Hamstrings,Body Only,Beginner,0.0,Average,Stretching Hamstrings Beginner,4.852030263919617
female,23,71.1,164.3,1386,7.9,26.338708380858463,joven,sobrepeso,Boss Everline 10-Yard Sprints,1,Strength,Hamstrings,Body Only,Intermediate,1.0,1,Strength Hamstrings Intermediate,5.475862726423568
male,25,71.5,167.9,1387,7.0,25.363235227866493,joven,sobrepeso,Standing hamstring stretch,"The standing hamstring stretch is an exercise that stretches the hamstrings, the muscles that cover the back of the thighs. It involves looping a band around one foot and then pulling it, which produces an intense stretch in the hamstrings. It can be performed prior to training the lower body or playing sports, or as a restorative stretch anytime.",Stretching,Hamstrings,Body Only,Intermediate,1.0,1,Stretching Hamstrings Intermediate,4.852030263919617
male,28,81.2,176.1,1388,7.0,26.184079885950922,joven,sobrepeso,Reverse lunge,"The reverse lunge is a lower-body exercise targeting the quads, glutes, and hamstrings. The reverse lunge places more emphasis on the glutes than other lunge variations.",Stretching,Hamstrings,Body Only,Intermediate,1.0,1,Stretching Hamstrings Intermediate,4.852030263919617
female,19,57.6,154.6,1389,6.1,24.09924873939173,joven,normal,HM Alternating Cross Lunge,1,Strength,Hamstrings,Body Only,Intermediate,1.0,1,Strength Hamstrings Intermediate,4.228197801415666
male,32,59.0,166.0,1390,8.0,21.410944984758313,adulto,normal,HM Alternating Front Kick,1,Strength,Hamstrings,Body Only,Intermediate,1.0,1,Strength Hamstrings Intermediate,5.545177444479562
male,31,88.6,176.2,1391,6.6,28.537893555589633,adulto,sobrepeso,HM World's Greatest Stretch,1,Stretching,Hamstrings,Body Only,Intermediate,1.0,1,Stretching Hamstrings Intermediate,4.574771391695639
female,47,64.3,167.3,1392,5.8,22.973072914675576,adulto,normal,HM Alternating Sprawl Kick-Through,1,Strength,Hamstrings,Body Only,Intermediate,1.0,1,Strength Hamstrings Intermediate,4.020253647247682
female,31,58.6,162.1,1393,7.1,22.301372219416578,adulto,normal,HM Alternating Step-Back,1,Strength,Hamstrings,Body Only,Intermediate,1.0,1,Strength Hamstrings Intermediate,4.921344981975611
male,26,86.7,177.7,1394,4.3,27.456441005545443,joven,sobrepeso,HM Alternating Step-Up With Chair,1,Strength,Hamstrings,Body Only,Intermediate,1.0,1,Strength Hamstrings Intermediate,2.9805328764077648
female,30,43.7,151.3,1395,8.7,19.089896814084064,adulto,normal,HM Right Knee-Up,1,Strength,Hamstrings,Body Only,Intermediate,1.0,1,Strength Hamstrings Intermediate,6.030380470871523
female,49,66.0,172.3,1396,5.0,22.231736207649803,adulto,normal,HM Low Lunge With External Twist,1,Strength,Hamstrings,Body Only,Intermediate,1.0,1,Strength Hamstrings Intermediate,3.4657359027997265
female,25,73.8,174.3,1397,6.2,24.29190575925536,joven,normal,HM Ninja Crawl,1,Strength,Hamstrings,Body Only,Intermediate,1.0,1,Strength Hamstrings Intermediate,4.297512519471661
female,39,64.0,166.6,1398,8.8,23.05844306510119,adulto,normal,HM Pigeon Stretch,1,Strength,Hamstrings,Body Only,Intermediate,1.0,1,Strength Hamstrings Intermediate,6.099695188927519
female,25,55.4,157.6,1399,6.1,22.304748898451397,joven,normal,Single-Leg Deadlift Walk,1,Strength,Hamstrings,Body Only,Intermediate,1.0,1,Strength Hamstrings Intermediate,4.228197801415666
male,25,95.6,177.9,1400,6.1,30.206888750493306,joven,obesidad,Total Fitness Hamstring Slide,"The hamstring slide is a bodyweight exercise targeting the hamstrings. Lying supine on a smooth surface, you bend your knees to pull both heels toward you. The sliding action requires a pad, cloth, or furniture sliders under the heel. These are considered more difficult than exercise ball hamstring curls, and are a great primer movement before heavy squats or deadlifts, or as an accessory movement later in a lower-body workout.",Strength,Hamstrings,Body Only,Intermediate,1.0,1,Strength Hamstrings Intermediate,4.228197801415666
male,24,92.9,181.9,1401,5.7,28.076975036879368,joven,sobrepeso,30 Legs Walking Lunge,1,Strength,Hamstrings,Body Only,Intermediate,1.0,1,Strength Hamstrings Intermediate,3.9509389291916883
female,20,63.6,164.3,1402,6.4,23.560363614945125,joven,normal,Glute ham raise-,"The glute ham raise is an exercise targeting the glutes and hamstrings on a GHD, or glute ham developer bench. The unassisted version of the movement requires serious hamstring strength, so it is more common to see versions that use a band or PVC pipe for assistance. It is commonly performed as an accessory movement for heavy barbell lifts. While a single rep may be a struggle at first, with time, strong athletes can build up to doing them for 8-12 reps per set.",Strength,Hamstrings,1,Beginner,9.1,Average,Strength Hamstrings Beginner,4.43614195558365
female,56,65.5,152.8,1403,8.0,28.053987006935117,mayor,sobrepeso,Lying hamstring stretch with band,"The lying hamstring stretch with band is a simple way to stretch a chronically tight muscle group of the lower body. It is common in stretching and yoga classes but can also be performed individually as part of a warm-up, paired with movements in a workout, or as part of a cool-down or recovery strategy.",Stretching,Hamstrings,1,Beginner,5.9,Average,Stretching Hamstrings Beginner,5.545177444479562
male,44,101.3,186.5,1404,6.3,29.12405034176915,adulto,sobrepeso,Upper Back-Leg Grab,1,Stretching,Hamstrings,1,Beginner,5.4,Average,Stretching Hamstrings Beginner,4.366827237527655
male,19,84.1,161.5,1405,5.6,32.244150715524924,joven,obesidad,Seated Hamstring,1,Stretching,Hamstrings,1,Beginner,5.3,Average,Stretching Hamstrings Beginner,3.8816242111356933
female,27,70.5,164.6,1406,8.1,26.021327892353643,joven,sobrepeso,Alternating lunge jump,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout.",Stretching,Hamstrings,1,Beginner,4.2,Average,Stretching Hamstrings Beginner,5.614492162535557
female,28,56.6,160.1,1407,9.1,22.0817641690995,joven,normal,Runner's Stretch,1,Stretching,Hamstrings,1,Intermediate,3.6,Average,Stretching Hamstrings Intermediate,6.307639343095502
male,30,86.4,182.1,1408,7.5,26.0551663866641,adulto,sobrepeso,Exercise ball leg curl,"The exercise ball leg curl is an exercise targeting the hamstrings. In particular, it targets the knee flexion function of the hamstrings, as opposed to deadlift variations, which target the other hamstring function, hip flexion. Many lifters opt for this exercise when they don't have access to a lying leg curl machine, but it is worth considering even if you already do machine curls.",Strength,Hamstrings,Exercise Ball,Intermediate,8.8,Average,Strength Hamstrings Intermediate,5.19860385419959
female,20,76.1,172.4,1409,7.4,25.604136497973204,joven,sobrepeso,Ball Hamstring Hat Trick,"The exercise ball leg curl is an exercise targeting the hamstrings. In particular, it targets the knee flexion function of the hamstrings, as opposed to deadlift variations, which target the other hamstring function, hip flexion. Many lifters opt for this exercise when they don’t have access to a lying leg curl machine, but it is worth considering even if you already do machine curls.",Strength,Hamstrings,Exercise Ball,Intermediate,1.0,1,Strength Hamstrings Intermediate,5.129289136143595
male,29,82.7,167.2,1410,7.9,29.582369909113805,joven,sobrepeso,Band-assisted pull-up,"The band-assisted pull-up is a variation of the pull-up exercise in which the reps are performed with an elastic band looped around the feet or knees. This reduces weight and resistance at the bottom of the rep, while increasing it toward the top. Like other pull-up variations, it builds strength and muscle in the upper back, biceps, and core, and is often used as a way to help people boost their pull-up numbers or perform their first rep.",Strength,Lats,Bands,Intermediate,7.6,Average,Strength Lats Intermediate,5.475862726423568
male,31,80.1,175.8,1411,8.6,25.91759950610956,adulto,sobrepeso,Assisted Chin-Up,"The reverse-grip chin-up is a variation of the pull-up exercise in which the reps are performed with the palms facing toward the body, in an underhand position, with a band looped around the feet or knees. This reduces weight and resistance at the bottom of the rep, while increasing it toward the top. Like other pull-up variations, it builds strength and muscle in the upper back, biceps, and core, but it utilizes the biceps slightly more than overhand band-assisted pull-ups.",Strength,Lats,Bands,Beginner,0.0,Average,Strength Lats Beginner,5.9610657528155295
male,37,101.3,184.7,1412,6.7,29.694475215372886,adulto,sobrepeso,UN Band Assisted Pull-up Pronated,1,Strength,Lats,Bands,Intermediate,1.0,1,Strength Lats Intermediate,4.644086109751633
female,36,41.6,155.1,1413,5.7,17.2929758509412,adulto,bajo_peso,UN Band Assisted Pull-up Neutral,1,Strength,Lats,Bands,Intermediate,1.0,1,Strength Lats Intermediate,3.9509389291916883
male,34,85.0,176.3,1414,7.0,27.34729031786881,adulto,sobrepeso,UN Band Assisted Pull-up Supinated,1,Strength,Lats,Bands,Intermediate,1.0,1,Strength Lats Intermediate,4.852030263919617
male,39,83.6,169.7,1415,9.0,29.029703011553895,adulto,sobrepeso,FYR2 Monster Band Face-Pull Hold,1,Strength,Lats,Bands,Intermediate,1.0,1,Strength Lats Intermediate,6.238324625039508
male,24,94.1,187.3,1416,8.5,26.8234149884454,joven,sobrepeso,Single-arm band low row,"The single-arm band low row is a single-arm row variation utilizing a band for resistance that is anchored low. It targets the muscles of the middle back, like the lats (latissimus dorsi) and rhomboids, but also the core. It is usually performed for moderate to high reps, at least 8-15 reps per set, in the later stages of a back or upper-body workout.",Strength,Lats,Bands,Intermediate,1.0,1,Strength Lats Intermediate,5.891751034759535
female,27,61.9,165.5,1417,7.7,22.59928259143308,joven,normal,Latissimus dorsi SMR,"Latissimus dorsi self-myofascial release (SMR) is a self-administered soft-tissue treatment for the upper body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the lat muscles of the mid back, some people find they can cause this often painful and tight area to relax or ""release."" Latissimus dorsi SMR is often accompanied by SMR on the pectorals or rhomboids, or by stretches that target the lats.",Stretching,Lats,Foam Roll,Intermediate,4.7,Average,Stretching Lats Intermediate,5.337233290311579
female,42,72.0,161.0,1418,7.0,27.776706145596233,adulto,sobrepeso,Bent-arm barbell pull-over,"The bent-arm barbell pull-over was a staple exercise of the ""Golden Era"" of bodybuilding and a favorite of Arnold Schwarzenegger himself. Done properly, the exercise targets the pecs, lats, and serratus anterior muscles. Old-school bodybuilders would perform them with light weights for sets of 20 between sets of heavy 20-rep squats, but pull-overs are more popular today in moderate rep ranges, such as 8-12 reps per set, as part of an upper-body workout.",Strength,Lats,Barbell,Intermediate,8.0,Average,Strength Lats Intermediate,4.852030263919617
female,39,63.8,160.7,1419,5.8,24.705231352100274,adulto,normal,Barbell pull-over to press,"The barbell pull-over to press is a complex that combines two popular exercises into one sequence that works much of the upper body, particularly the chest, triceps, and serratus anterior muscles. It is commonly performed with an EZ-bar, but can also be performed with a straight bar or neutral-grip bar. Because the pull-over will determine the amount of weight you can use, this movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body portion of a workout.",Strength,Lats,Barbell,Beginner,0.0,1,Strength Lats Beginner,4.020253647247682
female,32,55.5,157.0,1420,8.0,22.5161264148647,adulto,normal,Single-arm barbell bent-over row,"The single-arm barbell bent-over row is a barbell exercise focused on the muscles of the middle back, such as the lats (latissimus dorsi) and rhomboids. It also targets the biceps and grip. If the loose end of the barbell moves around, it can be secured by placing it in the corner of a room.",Strength,Lats,Barbell,Intermediate,1.0,1,Strength Lats Intermediate,5.545177444479562
male,31,62.2,166.0,1421,6.6,22.572216577151984,adulto,normal,Reverse Barbell Row,1,Strength,Lats,Barbell,Intermediate,1.0,1,Strength Lats Intermediate,4.574771391695639
male,36,72.6,154.8,1422,5.0,30.296656851551383,adulto,obesidad,Side kick-through to kettlebell high pull,"The side kick-through to kettlebell high pull is a combination of a popular bodyweight exercise and an explosive kettlebell movement. Between them, the pairing targets the traps, shoulders, core, hips, hamstrings, and glutes. This combination can be performed for time or for reps, often as circuit-style training for conditioning or fat loss.",Strength,Lats,Kettlebells,Intermediate,1.0,1,Strength Lats Intermediate,3.4657359027997265
female,31,65.4,162.0,1423,8.3,24.919981710105166,adulto,normal,FYR2 Alternating Kettlebell Snatch,1,Strength,Lats,Kettlebells,Intermediate,1.0,1,Strength Lats Intermediate,5.753121598647547
female,37,66.2,155.6,1424,9.3,27.342536726561416,adulto,sobrepeso,FYR2 Alternating Kettlebell Swing,1,Strength,Lats,Kettlebells,Intermediate,1.0,1,Strength Lats Intermediate,6.446268779207491
female,27,71.1,159.3,1425,7.2,28.01805923514244,joven,sobrepeso,FYR2 American Kettlebell Swing,1,Strength,Lats,Kettlebells,Intermediate,1.0,1,Strength Lats Intermediate,4.990659700031606
female,16,59.7,152.3,1426,8.4,25.737983875174653,adolescente,sobrepeso,FYR2 Double-Kettlebell Standing Clean,1,Strength,Lats,Kettlebells,Intermediate,1.0,1,Strength Lats Intermediate,5.8224363167035404
male,29,85.4,178.6,1427,9.0,26.77287199557589,joven,sobrepeso,FYR2 Kettlebell Swing High Pull,1,Strength,Lats,Kettlebells,Intermediate,1.0,1,Strength Lats Intermediate,6.238324625039508
female,26,51.9,152.7,1428,6.0,22.258161218563565,joven,normal,FYR2 Kettlebell Swing-Clean-Press Combo,1,Strength,Lats,Kettlebells,Intermediate,1.0,1,Strength Lats Intermediate,4.1588830833596715
female,16,66.8,152.7,1429,7.9,28.648269159923817,adolescente,sobrepeso,FYR2 Kettlebell Swing-Clean-Press-Row Combo,1,Strength,Lats,Kettlebells,Intermediate,1.0,1,Strength Lats Intermediate,5.475862726423568
female,32,69.5,169.3,1430,5.3,24.2477188827628,adulto,normal,FYR2 Single-Arm Kettlebell Clean,1,Strength,Lats,Kettlebells,Intermediate,1.0,1,Strength Lats Intermediate,3.6736800569677097
male,32,86.5,171.0,1431,8.5,29.58175165008037,adulto,sobrepeso,FYR2 Single-Arm Kettlebell Swing,1,Strength,Lats,Kettlebells,Intermediate,1.0,1,Strength Lats Intermediate,5.891751034759535
male,19,80.7,172.9,1432,7.0,26.995013449002673,joven,sobrepeso,PJR pull-over-,"The PJR pull-over is a triceps-focused version of the pull-over exercise, usually performed on either a flat or slightly inclined bench. The low position of the movement stretches the triceps—particularly the long head of the muscle—while the top position is a triceps press that contracts all three heads. It can be done in any type of strength or muscle-focused workout, in traditional muscle-building rep ranges, such as 8-12 reps, or for higher reps.",Strength,Lats,Dumbbell,Intermediate,1.0,1,Strength Lats Intermediate,4.852030263919617
male,16,82.8,173.3,1433,7.1,27.569774337401423,adolescente,sobrepeso,Dumbbell seal row,"The dumbbell seal row is a weighted exercise targeting the muscles of the middle back, including the lats (latissimus dorsi) and rhomboids. It can be performed on a special elevated bench, on a bench placed on top of boxes or benches, or on a bench with a slight incline. The higher the bench, the greater the range of motion and stretch at the bottom of the movement. It is usually performed as an assistance movement for back strength and muscle growth, in rep ranges of 8-12 reps per set or higher.",Strength,Lats,Dumbbell,Intermediate,1.0,1,Strength Lats Intermediate,4.921344981975611
female,34,64.8,166.4,1434,8.0,23.40282914201183,adulto,normal,Incline Dumbbell Row - Gethin Variation,The incline dumbbell row is an upper body isolation exercise targeting the lower lats and upper back muscles.,Strength,Lats,Dumbbell,Intermediate,1.0,1,Strength Lats Intermediate,5.545177444479562
female,26,68.5,158.6,1435,4.6,27.232292648950708,joven,sobrepeso,FYR Bent-Over Dumbbell Row,"The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.",Strength,Lats,Dumbbell,Intermediate,1.0,1,Strength Lats Intermediate,3.188477030575748
female,29,47.4,154.5,1436,6.4,19.857353819084423,joven,normal,Straight-Arm Dumbbell Pull-Over - Gethin Variation,"The straight-arm dumbbell pull-overpull-over was a staple exercise of the Golden Era of bodybuilding and a favorite of Arnold Schwarzenegger himself. Done properly, the exercise hits the bottom of the pecs, the lats, the abs, and the triceps.",Strength,Lats,Dumbbell,Intermediate,1.0,1,Strength Lats Intermediate,4.43614195558365
female,36,57.1,164.0,1437,8.0,21.229922665080313,adulto,normal,Bent-Over Dumbbell Row - Gethin Variation,"The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.",Strength,Lats,Dumbbell,Intermediate,1.0,1,Strength Lats Intermediate,5.545177444479562
male,30,83.2,160.0,1438,5.8,32.49999999999999,adulto,obesidad,Bent-over dumbbell rear delt fly,"The bent-over dumbbell rear delt fly is a popular upper-body exercise that targets the muscles on the back of the shoulder joint, specifically the rear head of the deltoid. Since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout.",Strength,Lats,Dumbbell,Intermediate,1.0,1,Strength Lats Intermediate,4.020253647247682
male,44,79.9,176.4,1439,6.7,25.677315521824752,adulto,sobrepeso,Band Resisted Dumbbell Row,1,Strength,Lats,Dumbbell,Intermediate,1.0,1,Strength Lats Intermediate,4.644086109751633
female,28,67.6,165.3,1440,6.4,24.74007368589402,joven,normal,Holman Right Arm Weighted Half Jack,1,Strength,Lats,Dumbbell,Intermediate,1.0,1,Strength Lats Intermediate,4.43614195558365
female,16,71.5,160.6,1441,6.6,27.72138726351525,adolescente,sobrepeso,Holman Left Arm Weighted Half Jack,1,Strength,Lats,Dumbbell,Intermediate,1.0,1,Strength Lats Intermediate,4.574771391695639
male,21,73.4,169.4,1442,5.4,25.578156950916426,joven,sobrepeso,Holman Renegade Row,1,Strength,Lats,Dumbbell,Intermediate,1.0,1,Strength Lats Intermediate,3.7429947750237047
female,30,52.7,163.2,1443,7.4,19.786560457516345,adulto,normal,Holman Renegade Row with Opposite Foot Step-Out,1,Strength,Lats,Dumbbell,Intermediate,1.0,1,Strength Lats Intermediate,5.129289136143595
male,30,86.6,175.2,1444,9.7,28.213027251308358,adulto,sobrepeso,Holman Renegade Row to Weighted Burpee,1,Strength,Lats,Dumbbell,Intermediate,1.0,1,Strength Lats Intermediate,6.723527651431469
female,43,66.9,162.0,1445,7.0,25.491540923639686,adulto,sobrepeso,Holman Weighted Double-Arm Cross Punch,1,Strength,Lats,Dumbbell,Intermediate,1.0,1,Strength Lats Intermediate,4.852030263919617
female,19,64.5,166.6,1446,7.3,23.238587151547293,joven,normal,Holman Standing Flat Back Row,1,Strength,Lats,Dumbbell,Intermediate,1.0,1,Strength Lats Intermediate,5.0599744180876005
male,26,101.5,193.3,1447,5.4,27.16453868859242,joven,sobrepeso,Total Fitness Dumbbell Isometric Row Hold,"The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.",Strength,Lats,Dumbbell,Intermediate,1.0,1,Strength Lats Intermediate,3.7429947750237047
female,28,62.5,164.7,1448,5.1,23.04054878532071,joven,normal,Dumbbell renegade row,"The dumbbell renegade row combines rowing and core training into a single difficult movement. It's popular in time-efficient strength and muscle-building workouts, as well as in circuit-style training.",Strength,Lats,Dumbbell,Intermediate,1.0,1,Strength Lats Intermediate,3.5350506208557206
male,37,77.7,180.4,1449,6.7,23.875251350779987,adulto,normal,MetaBurn Bent-Over Row to Rear-Delt Raise,1,Strength,Lats,Dumbbell,Intermediate,1.0,1,Strength Lats Intermediate,4.644086109751633
female,49,64.4,161.9,1450,8.1,24.5692652988504,adulto,normal,FYR2 Bent-Over Reverse Fly,1,Strength,Lats,Dumbbell,Intermediate,1.0,1,Strength Lats Intermediate,5.614492162535557
male,28,92.1,178.7,1451,7.4,28.841013988674657,joven,sobrepeso,Weighted pull-up,"The weighted pull-up is a more advanced variation of the pull-up exercise in which the lifter adds extra weight to their body. Options for adding weight include a dip belt, weighted vest, chains, a dumbbell placed between the feet or legs, or looping a kettlebell over the foot. Like other pull-up variations, the weighted pull-up builds strength and muscle in the upper back, biceps, and core.",Strength,Lats,Other,Intermediate,9.5,Average,Strength Lats Intermediate,5.129289136143595
female,51,65.0,161.5,1452,7.9,24.92116285979929,mayor,normal,Rocky Pull-Ups/Pulldowns,1,Strength,Lats,Other,Beginner,9.0,Average,Strength Lats Beginner,5.475862726423568
male,34,85.0,179.8,1453,7.6,26.29296425022983,adulto,sobrepeso,Gironda Sternum Chins,1,Strength,Lats,Other,Beginner,8.5,Average,Strength Lats Beginner,5.267918572255584
male,32,80.9,183.5,1454,6.5,24.025718507079272,adulto,normal,Floor rope climb,"The floor rope climb is an exercise that involves performing partial rope climbs in a prone position with the feet on the floor. It can help prepare someone for full rope climbs, but also trains the muscles of the back, biceps, and grip. It can be done for time or reps.",Strength,Lats,Other,Beginner,7.0,Average,Strength Lats Beginner,4.505456673639644
male,32,98.4,179.4,1455,8.2,30.573856369988405,adulto,obesidad,Overhead Lat,1,Stretching,Lats,Other,Beginner,1.0,Average,Stretching Lats Beginner,5.6838068805915505
female,29,71.8,159.5,1456,8.4,28.222993091655937,joven,sobrepeso,Around-the-world pull-up,"The around-the-world pull-up is a more advanced version of the classic pull-up. It focuses stress more directly on the individual arms or sides of the back, while also boosting the time under tension at the top of each rep. It can be used as a progression toward a one-arm pull-up, or simply as a way to increase the challenge and variety of your pull-up training.",Strength,Lats,Other,Beginner,0.0,1,Strength Lats Beginner,5.8224363167035404
male,25,96.2,172.8,1457,5.4,32.21718535665294,joven,obesidad,L-sit chin-up,"The L-sit chin-up is an exercise targeting the back, biceps, core, and overall upper-body strength. It is considered significantly more difficult than standard chin-ups, and as such, is often performed for relatively low reps, such as 5-8 reps per set or less, with a focus on strength and form.",Strength,Lats,Other,Beginner,0.0,1,Strength Lats Beginner,3.7429947750237047
male,39,82.1,176.1,1458,8.1,26.47429752015481,adulto,sobrepeso,Back Flyes - Gethin Variation,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.",Strength,Lats,Other,Intermediate,1.0,1,Strength Lats Intermediate,5.614492162535557
male,34,72.7,163.8,1459,7.1,27.096089367151638,adulto,sobrepeso,Incline straight-arm pull-over,"The incline straight-arm pull-over is an upper-body exercise targeting the chest and lats (latissimus dorsi). Performing it on an incline bench emphasizes the stretch on the chest in particular. If this movement causes pain in the front of the shoulders, perform it with a more limited range of motion or try pull-overs using a high cable stack instead. Pull-over variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of chest or back-focused upper-body training.",Strength,Lats,Other,Intermediate,1.0,1,Strength Lats Intermediate,4.921344981975611
female,43,58.0,150.5,1460,6.1,25.606781382103954,adulto,sobrepeso,Machine high row,"The machine high row is a machine-based exercise targeting the back muscles, including the lats, rhomboids, and middle and lower traps. It approximates the motion of a free-weight row, but uses a selectorized weight-stack or plate-loaded machine. Many such machines also allow you to choose between different grips and grip widths. Machine rows are often done for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or back-focused portion of a workout.",Strength,Lats,Other,Intermediate,1.0,1,Strength Lats Intermediate,4.228197801415666
female,34,67.4,160.3,1461,9.3,26.22967151811812,adulto,sobrepeso,AM T-Bar Row,1,Strength,Lats,Other,Intermediate,1.0,1,Strength Lats Intermediate,6.446268779207491
male,28,77.9,175.8,1462,3.2,25.20575532491804,joven,sobrepeso,Assisted Single-Arm Pull-Up,1,Strength,Lats,Other,Expert,1.0,1,Strength Lats Expert,2.218070977791825
female,39,60.3,164.9,1463,8.4,22.17563173888212,adulto,normal,Assisted Single-Arm Chin-Up,1,Strength,Lats,Other,Expert,1.0,1,Strength Lats Expert,5.8224363167035404
female,52,64.7,162.6,1464,7.1,24.47164693049145,mayor,normal,Holman Renegade Punch-Under,1,Strength,Lats,Other,Intermediate,1.0,1,Strength Lats Intermediate,4.921344981975611
male,32,98.4,175.1,1465,4.8,32.093922996111225,adulto,obesidad,Holman Renegade Row to Split Jump,1,Strength,Lats,Other,Intermediate,1.0,1,Strength Lats Intermediate,3.3271064666877375
female,35,44.1,159.3,1466,7.0,17.378289905341518,adulto,bajo_peso,Holman Dirty Dog to Renegade Row,1,Strength,Lats,Other,Intermediate,1.0,1,Strength Lats Intermediate,4.852030263919617
female,34,70.0,166.4,1467,7.9,25.280833949704135,adulto,sobrepeso,Holman Renegade Row to Side Punch to Forward Punch,1,Strength,Lats,Other,Intermediate,1.0,1,Strength Lats Intermediate,5.475862726423568
male,57,99.4,178.9,1468,6.1,31.05744345998667,mayor,obesidad,Standing dumbbell knee crunch,"The standing dumbbell knee crunch is a great way to train the abs while standing up. Additionally, the deltoids are worked because the lifter holds a pair of dumbbells overhead throughout.",Strength,Lats,Other,Intermediate,1.0,1,Strength Lats Intermediate,4.228197801415666
female,43,53.9,159.1,1469,6.2,21.293566380026554,adulto,normal,Close-grip pull-down,"The close-grip pull-down is a variation on the lat pull-down that is performed with an overhand grip and the hands slightly closer than shoulder-width apart. This increases the range of motion beyond wider grips, and may increase the time under tension in each rep. This variation is usually performed for moderate to high reps as part of a back or upper-body workout.",Strength,Lats,Cable,Intermediate,8.9,Average,Strength Lats Intermediate,4.297512519471661
